health_record_id,pet_id,checkup_date,health_status,vaccination_status
7099,1326,2023-05-29,Healthy,Up to Date
7100,1492,2023-05-29,Healthy,Up to Date
7101,1992,2023-05-29,Healthy,Needs Update
7102,178,2023-05-30,Healthy,Up to Date
7103,278,2023-05-30,Healthy,Up to Date
7104,648,2023-05-31,Needs Care,Up to Date
7105,1439,2023-05-31,Healthy,Up to Date
7106,1911,2023-05-31,Healthy,Up to Date
7107,9,2023-06-01,Needs Care,Up to Date
7108,38,2023-06-01,Needs Care,Needs Update
7109,43,2023-06-01,Healthy,Up to Date
7110,57,2023-06-01,Healthy,Up to Date
7111,118,2023-06-01,Healthy,Up to Date
7112,147,2023-06-01,Needs Care,Up to Date
7113,215,2023-06-01,Healthy,Needs Update
7114,234,2023-06-01,Healthy,Up to Date
7115,249,2023-06-01,Healthy,Up to Date
7116,263,2023-06-01,Healthy,Up to Date
7117,264,2023-06-01,Needs Care,Up to Date
7118,313,2023-06-01,Needs Care,Up to Date
7119,334,2023-06-01,Special Attention,Up to Date
7120,375,2023-06-01,Healthy,Up to Date
7121,438,2023-06-01,Needs Care,Up to Date
7122,474,2023-06-01,Healthy,Up to Date
7123,718,2023-06-01,Needs Care,Up to Date
7124,721,2023-06-01,Healthy,Up to Date
7125,744,2023-06-01,Healthy,Up to Date
7126,759,2023-06-01,Needs Care,Up to Date
7127,800,2023-06-01,Healthy,Up to Date
7128,873,2023-06-01,Needs Care,Up to Date
7129,883,2023-06-01,Healthy,Up to Date
7130,889,2023-06-01,Needs Care,Up to Date
7131,892,2023-06-01,Healthy,Up to Date
7132,919,2023-06-01,Needs Care,Up to Date
7133,937,2023-06-01,Needs Care,Up to Date
7134,968,2023-06-01,Healthy,Up to Date
7135,981,2023-06-01,Healthy,Up to Date
7136,982,2023-06-01,Healthy,Up to Date
7137,1060,2023-06-01,Healthy,Up to Date
7138,1180,2023-06-01,Needs Care,Up to Date
7139,1190,2023-06-01,Healthy,Up to Date
7140,1231,2023-06-01,Healthy,Up to Date
7141,1240,2023-06-01,Healthy,Up to Date
7142,1256,2023-06-01,Needs Care,Needs Update
7143,1281,2023-06-01,Healthy,Up to Date
7144,1305,2023-06-01,Needs Care,Up to Date
7145,1308,2023-06-01,Healthy,Up to Date
7146,1329,2023-06-01,Under Observation,Up to Date
7147,1374,2023-06-01,Healthy,Up to Date
7148,1446,2023-06-01,Needs Care,Up to Date
7149,1471,2023-06-01,Needs Care,Up to Date
7150,1505,2023-06-01,Healthy,Up to Date
7151,1543,2023-06-01,Healthy,Needs Update
7152,1549,2023-06-01,Healthy,Needs Update
7153,1593,2023-06-01,Healthy,Up to Date
7154,1594,2023-06-01,Needs Care,Up to Date
7155,1666,2023-06-01,Healthy,Up to Date
7156,1682,2023-06-01,Healthy,Up to Date
7157,1715,2023-06-01,Healthy,Up to Date
7158,1740,2023-06-01,Needs Care,Up to Date
7159,1765,2023-06-01,Healthy,Up to Date
7160,1780,2023-06-01,Healthy,Up to Date
7161,1813,2023-06-01,Healthy,Needs Update
7162,1820,2023-06-01,Needs Care,Up to Date
7163,1891,2023-06-01,Needs Care,Needs Update
7164,1967,2023-06-01,Healthy,Up to Date
7165,618,2023-06-02,Healthy,Up to Date
7166,979,2023-06-02,Healthy,Up to Date
7167,1573,2023-06-02,Needs Care,Up to Date
7168,1638,2023-06-02,Needs Care,Up to Date
7169,147,2023-06-03,Needs Care,Up to Date
7170,677,2023-06-03,Under Observation,Up to Date
7171,1157,2023-06-03,Healthy,Up to Date
7172,1544,2023-06-03,Needs Care,Up to Date
7173,1856,2023-06-03,Healthy,Up to Date
7174,1950,2023-06-03,Healthy,Needs Update
7175,81,2023-06-04,Healthy,Up to Date
7176,892,2023-06-04,Healthy,Up to Date
7177,73,2023-06-05,Under Observation,Up to Date
7178,261,2023-06-05,Healthy,Up to Date
7179,538,2023-06-05,Needs Care,Up to Date
7180,88,2023-06-06,Healthy,Up to Date
7181,209,2023-06-06,Special Attention,Up to Date
7182,356,2023-06-06,Healthy,Up to Date
7183,1773,2023-06-06,Needs Care,Up to Date
7184,1829,2023-06-06,Healthy,Up to Date
7185,628,2023-06-07,Healthy,Up to Date
7186,876,2023-06-07,Healthy,Up to Date
7187,1849,2023-06-07,Healthy,Up to Date
7188,1868,2023-06-07,Needs Care,Up to Date
7189,414,2023-06-08,Healthy,Up to Date
7190,1615,2023-06-08,Healthy,Up to Date
7191,1641,2023-06-08,Healthy,Up to Date
7192,120,2023-06-09,Healthy,Up to Date
7193,460,2023-06-09,Healthy,Up to Date
7194,614,2023-06-09,Healthy,Up to Date
7195,1757,2023-06-09,Needs Care,Up to Date
7196,775,2023-06-10,Healthy,Needs Update
7197,1660,2023-06-10,Needs Care,Up to Date
7198,1866,2023-06-10,Healthy,Up to Date
7199,17,2023-06-11,Healthy,Up to Date
7200,768,2023-06-11,Healthy,Up to Date
7201,991,2023-06-11,Healthy,Up to Date
7202,1295,2023-06-11,Healthy,Up to Date
7203,1390,2023-06-11,Healthy,Up to Date
7204,1910,2023-06-11,Healthy,Up to Date
7205,873,2023-06-12,Healthy,Up to Date
7206,959,2023-06-12,Healthy,Needs Update
7207,1142,2023-06-12,Under Observation,Up to Date
7208,744,2023-06-13,Needs Care,Up to Date
7209,1667,2023-06-13,Healthy,Up to Date
7210,1864,2023-06-13,Healthy,Up to Date
7211,394,2023-06-14,Healthy,Up to Date
7212,469,2023-06-14,Healthy,Up to Date
7213,1126,2023-06-14,Healthy,Up to Date
7214,189,2023-06-15,Healthy,Up to Date
7215,392,2023-06-15,Healthy,Up to Date
7216,838,2023-06-15,Needs Care,Up to Date
7217,1034,2023-06-15,Healthy,Up to Date
7218,1067,2023-06-15,Healthy,Up to Date
7219,1464,2023-06-15,Healthy,Up to Date
7220,424,2023-06-16,Healthy,Up to Date
7221,546,2023-06-16,Healthy,Up to Date
7222,1297,2023-06-16,Healthy,Up to Date
7223,1381,2023-06-16,Needs Care,Up to Date
7224,1669,2023-06-16,Healthy,Up to Date
7225,1780,2023-06-16,Needs Care,Up to Date
7226,313,2023-06-17,Healthy,Up to Date
7227,1929,2023-06-17,Healthy,Up to Date
7228,6,2023-06-18,Needs Care,Needs Update
7229,465,2023-06-18,Healthy,Up to Date
7230,501,2023-06-18,Healthy,Up to Date
7231,782,2023-06-18,Needs Care,Up to Date
7232,1305,2023-06-18,Healthy,Up to Date
7233,1406,2023-06-18,Healthy,Up to Date
7234,1454,2023-06-18,Needs Care,Needs Update
7235,1580,2023-06-18,Healthy,Up to Date
7236,1904,2023-06-18,Healthy,Up to Date
7237,611,2023-06-19,Healthy,Up to Date
7238,854,2023-06-19,Healthy,Needs Update
7239,1250,2023-06-19,Healthy,Up to Date
7240,1345,2023-06-19,Needs Care,Up to Date
7241,1413,2023-06-19,Needs Care,Needs Update
7242,1494,2023-06-19,Healthy,Up to Date
7243,63,2023-06-20,Healthy,Up to Date
7244,302,2023-06-20,Healthy,Needs Update
7245,607,2023-06-20,Needs Care,Up to Date
7246,1281,2023-06-20,Healthy,Up to Date
7247,1393,2023-06-20,Healthy,Up to Date
7248,1740,2023-06-20,Needs Care,Up to Date
7249,1948,2023-06-20,Healthy,Up to Date
7250,398,2023-06-21,Healthy,Up to Date
7251,850,2023-06-21,Needs Care,Up to Date
7252,1208,2023-06-21,Needs Care,Up to Date
7253,44,2023-06-22,Healthy,Up to Date
7254,457,2023-06-22,Healthy,Up to Date
7255,1870,2023-06-22,Needs Care,Up to Date
7256,1906,2023-06-22,Healthy,Up to Date
7257,215,2023-06-23,Healthy,Up to Date
7258,1041,2023-06-23,Healthy,Up to Date
7259,1173,2023-06-23,Healthy,Up to Date
7260,1311,2023-06-23,Healthy,Up to Date
7261,1858,2023-06-23,Healthy,Up to Date
7262,1929,2023-06-23,Needs Care,Up to Date
7263,688,2023-06-24,Healthy,Needs Update
7264,690,2023-06-24,Healthy,Up to Date
7265,1194,2023-06-24,Special Attention,Up to Date
7266,1702,2023-06-24,Needs Care,Up to Date
7267,1916,2023-06-24,Under Observation,Up to Date
7268,76,2023-06-25,Healthy,Up to Date
7269,1443,2023-06-25,Needs Care,Needs Update
7270,1619,2023-06-25,Healthy,Up to Date
7271,1721,2023-06-25,Needs Care,Up to Date
7272,322,2023-06-26,Healthy,Up to Date
7273,576,2023-06-26,Healthy,Up to Date
7274,1221,2023-06-26,Healthy,Up to Date
7275,1267,2023-06-26,Special Attention,Up to Date
7276,1427,2023-06-26,Healthy,Up to Date
7277,1538,2023-06-26,Healthy,Up to Date
7278,319,2023-06-27,Healthy,Up to Date
7279,1131,2023-06-27,Healthy,Up to Date
7280,1251,2023-06-27,Healthy,Up to Date
7281,1328,2023-06-27,Healthy,Up to Date
7282,1463,2023-06-27,Healthy,Up to Date
7283,1530,2023-06-28,Healthy,Up to Date
7284,92,2023-06-29,Healthy,Up to Date
7285,136,2023-06-29,Healthy,Up to Date
7286,963,2023-06-29,Healthy,Up to Date
7287,733,2023-06-30,Special Attention,Up to Date
7288,82,2023-07-01,Needs Care,Up to Date
7289,83,2023-07-01,Needs Care,Up to Date
7290,87,2023-07-01,Healthy,Up to Date
7291,89,2023-07-01,Healthy,Up to Date
7292,165,2023-07-01,Healthy,Up to Date
7293,169,2023-07-01,Healthy,Up to Date
7294,173,2023-07-01,Healthy,Up to Date
7295,196,2023-07-01,Needs Care,Up to Date
7296,202,2023-07-01,Healthy,Up to Date
7297,220,2023-07-01,Healthy,Up to Date
7298,225,2023-07-01,Special Attention,Needs Update
7299,257,2023-07-01,Needs Care,Up to Date
7300,286,2023-07-01,Healthy,Up to Date
7301,294,2023-07-01,Healthy,Up to Date
7302,381,2023-07-01,Healthy,Up to Date
7303,387,2023-07-01,Healthy,Up to Date
7304,443,2023-07-01,Healthy,Needs Update
7305,507,2023-07-01,Needs Care,Up to Date
7306,519,2023-07-01,Healthy,Up to Date
7307,527,2023-07-01,Healthy,Up to Date
7308,541,2023-07-01,Needs Care,Up to Date
7309,553,2023-07-01,Healthy,Needs Update
7310,570,2023-07-01,Under Observation,Up to Date
7311,717,2023-07-01,Special Attention,Up to Date
7312,795,2023-07-01,Healthy,Up to Date
7313,805,2023-07-01,Needs Care,Up to Date
7314,823,2023-07-01,Healthy,Up to Date
7315,879,2023-07-01,Healthy,Up to Date
7316,950,2023-07-01,Healthy,Up to Date
7317,1014,2023-07-01,Healthy,Needs Update
7318,1092,2023-07-01,Healthy,Up to Date
7319,1130,2023-07-01,Healthy,Up to Date
7320,1140,2023-07-01,Healthy,Up to Date
7321,1141,2023-07-01,Healthy,Needs Update
7322,1162,2023-07-01,Healthy,Up to Date
7323,1315,2023-07-01,Needs Care,Up to Date
7324,1316,2023-07-01,Healthy,Up to Date
7325,1343,2023-07-01,Healthy,Up to Date
7326,1433,2023-07-01,Healthy,Up to Date
7327,1435,2023-07-01,Needs Care,Up to Date
7328,1495,2023-07-01,Healthy,Needs Update
7329,1511,2023-07-01,Healthy,Up to Date
7330,1550,2023-07-01,Healthy,Up to Date
7331,1601,2023-07-01,Healthy,Up to Date
7332,1622,2023-07-01,Needs Care,Up to Date
7333,1625,2023-07-01,Healthy,Up to Date
7334,1626,2023-07-01,Needs Care,Needs Update
7335,1682,2023-07-01,Healthy,Up to Date
7336,1688,2023-07-01,Needs Care,Up to Date
7337,1698,2023-07-01,Healthy,Up to Date
7338,1731,2023-07-01,Healthy,Up to Date
7339,1733,2023-07-01,Special Attention,Up to Date
7340,1753,2023-07-01,Healthy,Up to Date
7341,1807,2023-07-01,Needs Care,Up to Date
7342,1915,2023-07-01,Healthy,Up to Date
7343,1940,2023-07-01,Needs Care,Up to Date
7344,1977,2023-07-01,Healthy,Up to Date
7345,1991,2023-07-01,Healthy,Up to Date
7346,177,2023-07-02,Healthy,Up to Date
7347,295,2023-07-02,Needs Care,Up to Date
7348,1118,2023-07-02,Needs Care,Up to Date
7349,1906,2023-07-02,Healthy,Up to Date
7350,11,2023-07-03,Healthy,Needs Update
7351,561,2023-07-03,Healthy,Up to Date
7352,1026,2023-07-03,Healthy,Up to Date
7353,1435,2023-07-03,Healthy,Up to Date
7354,396,2023-07-04,Needs Care,Up to Date
7355,789,2023-07-04,Healthy,Up to Date
7356,1655,2023-07-04,Healthy,Up to Date
7357,1927,2023-07-04,Healthy,Needs Update
7358,1215,2023-07-05,Needs Care,Up to Date
7359,1278,2023-07-05,Healthy,Up to Date
7360,1916,2023-07-05,Needs Care,Up to Date
7361,237,2023-07-06,Healthy,Up to Date
7362,324,2023-07-06,Healthy,Up to Date
7363,238,2023-07-07,Needs Care,Up to Date
7364,538,2023-07-07,Needs Care,Up to Date
7365,636,2023-07-07,Needs Care,Up to Date
7366,1154,2023-07-07,Healthy,Up to Date
7367,375,2023-07-08,Needs Care,Up to Date
7368,1104,2023-07-08,Needs Care,Up to Date
7369,1563,2023-07-08,Needs Care,Up to Date
7370,1905,2023-07-08,Healthy,Up to Date
7371,377,2023-07-09,Healthy,Up to Date
7372,925,2023-07-09,Healthy,Up to Date
7373,1087,2023-07-09,Healthy,Up to Date
7374,1318,2023-07-09,Special Attention,Up to Date
7375,1692,2023-07-09,Needs Care,Up to Date
7376,1985,2023-07-09,Healthy,Up to Date
7377,672,2023-07-10,Healthy,Up to Date
7378,773,2023-07-10,Healthy,Up to Date
7379,1769,2023-07-10,Healthy,Up to Date
7380,457,2023-07-11,Needs Care,Up to Date
7381,336,2023-07-12,Healthy,Up to Date
7382,629,2023-07-12,Healthy,Up to Date
7383,1153,2023-07-12,Special Attention,Up to Date
7384,1666,2023-07-12,Healthy,Up to Date
7385,1888,2023-07-12,Healthy,Up to Date
7386,4,2023-07-13,Special Attention,Up to Date
7387,684,2023-07-13,Healthy,Up to Date
7388,714,2023-07-13,Needs Care,Up to Date
7389,723,2023-07-13,Needs Care,Up to Date
7390,1925,2023-07-13,Needs Care,Needs Update
7391,85,2023-07-14,Healthy,Up to Date
7392,602,2023-07-14,Healthy,Up to Date
7393,872,2023-07-14,Needs Care,Up to Date
7394,1250,2023-07-14,Healthy,Up to Date
7395,1579,2023-07-14,Healthy,Up to Date
7396,987,2023-07-15,Needs Care,Needs Update
7397,988,2023-07-15,Healthy,Up to Date
7398,1073,2023-07-15,Healthy,Up to Date
7399,1135,2023-07-15,Needs Care,Up to Date
7400,1554,2023-07-15,Healthy,Up to Date
7401,1590,2023-07-15,Needs Care,Up to Date
7402,1620,2023-07-15,Healthy,Up to Date
7403,1626,2023-07-15,Healthy,Up to Date
7404,445,2023-07-16,Needs Care,Up to Date
7405,730,2023-07-16,Special Attention,Up to Date
7406,1188,2023-07-16,Healthy,Up to Date
7407,1413,2023-07-16,Healthy,Up to Date
7408,1847,2023-07-16,Healthy,Up to Date
7409,411,2023-07-17,Healthy,Up to Date
7410,934,2023-07-17,Healthy,Up to Date
7411,662,2023-07-18,Healthy,Up to Date
7412,1567,2023-07-18,Healthy,Up to Date
7413,1723,2023-07-18,Needs Care,Up to Date
7414,630,2023-07-19,Healthy,Up to Date
7415,925,2023-07-19,Healthy,Up to Date
7416,968,2023-07-19,Healthy,Up to Date
7417,973,2023-07-19,Healthy,Up to Date
7418,1261,2023-07-19,Needs Care,Up to Date
7419,1265,2023-07-19,Needs Care,Up to Date
7420,1570,2023-07-19,Healthy,Up to Date
7421,1649,2023-07-19,Healthy,Up to Date
7422,1294,2023-07-20,Healthy,Up to Date
7423,773,2023-07-21,Healthy,Up to Date
7424,435,2023-07-22,Healthy,Up to Date
7425,1203,2023-07-22,Needs Care,Up to Date
7426,1386,2023-07-22,Needs Care,Up to Date
7427,1420,2023-07-22,Healthy,Up to Date
7428,182,2023-07-23,Needs Care,Up to Date
7429,221,2023-07-23,Needs Care,Up to Date
7430,1675,2023-07-23,Under Observation,Up to Date
7431,1678,2023-07-23,Healthy,Up to Date
7432,1122,2023-07-24,Healthy,Up to Date
7433,1819,2023-07-24,Healthy,Up to Date
7434,1889,2023-07-24,Healthy,Up to Date
7435,888,2023-07-25,Needs Care,Up to Date
7436,1412,2023-07-25,Healthy,Up to Date
7437,1873,2023-07-25,Healthy,Up to Date
7438,81,2023-07-26,Healthy,Up to Date
7439,811,2023-07-26,Healthy,Up to Date
7440,1521,2023-07-26,Needs Care,Up to Date
7441,1574,2023-07-26,Healthy,Up to Date
7442,161,2023-07-27,Healthy,Needs Update
7443,469,2023-07-27,Under Observation,Up to Date
7444,1013,2023-07-27,Needs Care,Up to Date
7445,1274,2023-07-27,Healthy,Up to Date
7446,638,2023-07-28,Needs Care,Up to Date
7447,1528,2023-07-28,Healthy,Up to Date
7448,1882,2023-07-28,Healthy,Up to Date
7449,1913,2023-07-28,Healthy,Up to Date
7450,1018,2023-07-29,Healthy,Up to Date
7451,391,2023-07-30,Needs Care,Up to Date
7452,983,2023-07-30,Needs Care,Up to Date
7453,1279,2023-07-30,Healthy,Up to Date
7454,1430,2023-07-30,Needs Care,Up to Date
7455,1602,2023-07-30,Special Attention,Up to Date
7456,1226,2023-07-31,Healthy,Up to Date
7457,1657,2023-07-31,Healthy,Up to Date
7458,61,2023-08-01,Needs Care,Up to Date
7459,104,2023-08-01,Healthy,Needs Update
7460,119,2023-08-01,Healthy,Up to Date
7461,248,2023-08-01,Healthy,Up to Date
7462,251,2023-08-01,Healthy,Up to Date
7463,252,2023-08-01,Healthy,Up to Date
7464,257,2023-08-01,Needs Care,Up to Date
7465,267,2023-08-01,Healthy,Up to Date
7466,273,2023-08-01,Healthy,Up to Date
7467,292,2023-08-01,Healthy,Up to Date
7468,383,2023-08-01,Needs Care,Up to Date
7469,416,2023-08-01,Needs Care,Up to Date
7470,455,2023-08-01,Healthy,Needs Update
7471,498,2023-08-01,Healthy,Up to Date
7472,532,2023-08-01,Needs Care,Up to Date
7473,583,2023-08-01,Healthy,Up to Date
7474,593,2023-08-01,Healthy,Up to Date
7475,605,2023-08-01,Healthy,Up to Date
7476,651,2023-08-01,Healthy,Up to Date
7477,694,2023-08-01,Healthy,Up to Date
7478,713,2023-08-01,Healthy,Up to Date
7479,736,2023-08-01,Needs Care,Up to Date
7480,752,2023-08-01,Needs Care,Up to Date
7481,794,2023-08-01,Healthy,Up to Date
7482,797,2023-08-01,Healthy,Up to Date
7483,825,2023-08-01,Healthy,Up to Date
7484,855,2023-08-01,Healthy,Up to Date
7485,887,2023-08-01,Needs Care,Needs Update
7486,915,2023-08-01,Healthy,Needs Update
7487,916,2023-08-01,Needs Care,Up to Date
7488,942,2023-08-01,Needs Care,Up to Date
7489,1102,2023-08-01,Needs Care,Up to Date
7490,1146,2023-08-01,Needs Care,Up to Date
7491,1453,2023-08-01,Healthy,Up to Date
7492,1469,2023-08-01,Needs Care,Up to Date
7493,1481,2023-08-01,Needs Care,Up to Date
7494,1498,2023-08-01,Healthy,Up to Date
7495,1524,2023-08-01,Healthy,Up to Date
7496,1561,2023-08-01,Healthy,Up to Date
7497,1630,2023-08-01,Healthy,Up to Date
7498,1659,2023-08-01,Healthy,Up to Date
7499,1685,2023-08-01,Healthy,Up to Date
7500,1695,2023-08-01,Healthy,Needs Update
7501,1709,2023-08-01,Healthy,Up to Date
7502,1752,2023-08-01,Healthy,Up to Date
7503,1809,2023-08-01,Healthy,Up to Date
7504,1824,2023-08-01,Healthy,Up to Date
7505,1827,2023-08-01,Healthy,Up to Date
7506,1853,2023-08-01,Needs Care,Up to Date
7507,1979,2023-08-01,Needs Care,Needs Update
7508,1984,2023-08-01,Healthy,Up to Date
7509,275,2023-08-02,Needs Care,Up to Date
7510,659,2023-08-02,Healthy,Up to Date
7511,682,2023-08-02,Healthy,Needs Update
7512,1169,2023-08-02,Healthy,Up to Date
7513,1411,2023-08-02,Healthy,Up to Date
7514,911,2023-08-03,Healthy,Up to Date
7515,1059,2023-08-03,Healthy,Up to Date
7516,1302,2023-08-03,Healthy,Up to Date
7517,1562,2023-08-03,Healthy,Up to Date
7518,647,2023-08-04,Special Attention,Needs Update
7519,721,2023-08-04,Needs Care,Up to Date
7520,1121,2023-08-04,Healthy,Up to Date
7521,1325,2023-08-04,Special Attention,Up to Date
7522,1800,2023-08-04,Healthy,Up to Date
7523,71,2023-08-05,Healthy,Up to Date
7524,816,2023-08-05,Healthy,Up to Date
7525,819,2023-08-05,Healthy,Up to Date
7526,1958,2023-08-05,Healthy,Up to Date
7527,1110,2023-08-06,Needs Care,Up to Date
7528,430,2023-08-07,Healthy,Up to Date
7529,1047,2023-08-07,Healthy,Up to Date
7530,1329,2023-08-07,Healthy,Up to Date
7531,1446,2023-08-07,Needs Care,Up to Date
7532,1669,2023-08-07,Healthy,Up to Date
7533,1695,2023-08-07,Healthy,Up to Date
7534,1263,2023-08-08,Healthy,Up to Date
7535,110,2023-08-09,Healthy,Up to Date
7536,174,2023-08-09,Healthy,Up to Date
7537,436,2023-08-09,Needs Care,Up to Date
7538,439,2023-08-09,Healthy,Up to Date
7539,547,2023-08-09,Healthy,Up to Date
7540,776,2023-08-09,Special Attention,Up to Date
7541,1578,2023-08-09,Healthy,Up to Date
7542,1742,2023-08-09,Healthy,Needs Update
7543,1952,2023-08-09,Healthy,Up to Date
7544,974,2023-08-10,Needs Care,Up to Date
7545,1766,2023-08-10,Healthy,Up to Date
7546,141,2023-08-11,Needs Care,Up to Date
7547,198,2023-08-11,Under Observation,Up to Date
7548,552,2023-08-11,Healthy,Up to Date
7549,1705,2023-08-11,Healthy,Up to Date
7550,1808,2023-08-11,Healthy,Up to Date
7551,1834,2023-08-11,Healthy,Up to Date
7552,919,2023-08-12,Needs Care,Up to Date
7553,1709,2023-08-12,Healthy,Up to Date
7554,1928,2023-08-12,Needs Care,Up to Date
7555,638,2023-08-13,Healthy,Up to Date
7556,819,2023-08-13,Healthy,Up to Date
7557,1074,2023-08-13,Healthy,Up to Date
7558,1106,2023-08-13,Healthy,Up to Date
7559,1172,2023-08-13,Special Attention,Up to Date
7560,1724,2023-08-13,Healthy,Up to Date
7561,1994,2023-08-13,Healthy,Up to Date
7562,334,2023-08-14,Needs Care,Up to Date
7563,366,2023-08-14,Healthy,Up to Date
7564,932,2023-08-14,Needs Care,Needs Update
7565,1537,2023-08-14,Healthy,Up to Date
7566,1888,2023-08-14,Needs Care,Up to Date
7567,1893,2023-08-14,Healthy,Up to Date
7568,612,2023-08-15,Healthy,Up to Date
7569,777,2023-08-15,Healthy,Up to Date
7570,811,2023-08-15,Healthy,Up to Date
7571,837,2023-08-15,Needs Care,Up to Date
7572,1795,2023-08-15,Needs Care,Up to Date
7573,107,2023-08-16,Needs Care,Up to Date
7574,171,2023-08-16,Needs Care,Up to Date
7575,624,2023-08-16,Needs Care,Up to Date
7576,1884,2023-08-16,Healthy,Up to Date
7577,548,2023-08-17,Healthy,Up to Date
7578,570,2023-08-17,Healthy,Up to Date
7579,581,2023-08-17,Needs Care,Needs Update
7580,1043,2023-08-17,Needs Care,Up to Date
7581,1092,2023-08-17,Healthy,Up to Date
7582,1188,2023-08-17,Healthy,Up to Date
7583,1487,2023-08-17,Healthy,Up to Date
7584,1536,2023-08-17,Healthy,Up to Date
7585,1613,2023-08-17,Healthy,Up to Date
7586,1619,2023-08-17,Needs Care,Up to Date
7587,1140,2023-08-18,Needs Care,Up to Date
7588,1217,2023-08-18,Healthy,Needs Update
7589,1830,2023-08-18,Needs Care,Up to Date
7590,1967,2023-08-18,Healthy,Up to Date
7591,515,2023-08-19,Needs Care,Needs Update
7592,780,2023-08-19,Needs Care,Up to Date
7593,1192,2023-08-19,Needs Care,Needs Update
7594,1269,2023-08-19,Needs Care,Up to Date
7595,1415,2023-08-19,Special Attention,Up to Date
7596,1886,2023-08-19,Healthy,Up to Date
7597,11,2023-08-20,Needs Care,Up to Date
7598,216,2023-08-20,Under Observation,Up to Date
7599,756,2023-08-20,Under Observation,Up to Date
7600,1108,2023-08-20,Healthy,Up to Date
7601,1453,2023-08-20,Healthy,Up to Date
7602,1570,2023-08-20,Special Attention,Up to Date
7603,1698,2023-08-20,Healthy,Up to Date
7604,365,2023-08-21,Needs Care,Up to Date
7605,1564,2023-08-21,Needs Care,Up to Date
7606,1919,2023-08-21,Healthy,Up to Date
7607,60,2023-08-22,Healthy,Up to Date
7608,116,2023-08-22,Healthy,Needs Update
7609,1054,2023-08-22,Healthy,Needs Update
7610,83,2023-08-23,Healthy,Up to Date
7611,857,2023-08-23,Healthy,Up to Date
7612,1060,2023-08-23,Healthy,Up to Date
7613,1237,2023-08-23,Healthy,Up to Date
7614,1283,2023-08-23,Healthy,Up to Date
7615,827,2023-08-24,Healthy,Up to Date
7616,1480,2023-08-24,Healthy,Up to Date
7617,1583,2023-08-24,Healthy,Up to Date
7618,151,2023-08-25,Healthy,Up to Date
7619,186,2023-08-25,Healthy,Up to Date
7620,188,2023-08-25,Healthy,Up to Date
7621,560,2023-08-25,Needs Care,Up to Date
7622,1380,2023-08-25,Healthy,Up to Date
7623,1135,2023-08-26,Healthy,Up to Date
7624,22,2023-08-27,Healthy,Up to Date
7625,876,2023-08-27,Healthy,Up to Date
7626,1269,2023-08-27,Healthy,Up to Date
7627,1475,2023-08-27,Healthy,Up to Date
7628,1668,2023-08-27,Healthy,Up to Date
7629,1846,2023-08-27,Healthy,Up to Date
7630,421,2023-08-28,Special Attention,Up to Date
7631,668,2023-08-28,Healthy,Up to Date
7632,675,2023-08-28,Healthy,Up to Date
7633,1110,2023-08-28,Healthy,Up to Date
7634,1111,2023-08-28,Healthy,Up to Date
7635,1372,2023-08-28,Needs Care,Up to Date
7636,1681,2023-08-28,Healthy,Up to Date
7637,578,2023-08-29,Healthy,Up to Date
7638,1462,2023-08-29,Needs Care,Up to Date
7639,532,2023-08-30,Special Attention,Up to Date
7640,23,2023-08-31,Needs Care,Up to Date
7641,312,2023-08-31,Healthy,Up to Date
7642,771,2023-08-31,Healthy,Up to Date
7643,1295,2023-08-31,Healthy,Up to Date
7644,1599,2023-08-31,Needs Care,Up to Date
7645,9,2023-09-01,Healthy,Up to Date
7646,38,2023-09-01,Needs Care,Needs Update
7647,75,2023-09-01,Healthy,Needs Update
7648,118,2023-09-01,Healthy,Up to Date
7649,234,2023-09-01,Healthy,Up to Date
7650,249,2023-09-01,Healthy,Needs Update
7651,263,2023-09-01,Healthy,Up to Date
7652,426,2023-09-01,Healthy,Up to Date
7653,438,2023-09-01,Needs Care,Up to Date
7654,474,2023-09-01,Needs Care,Up to Date
7655,531,2023-09-01,Healthy,Up to Date
7656,718,2023-09-01,Healthy,Up to Date
7657,800,2023-09-01,Healthy,Up to Date
7658,847,2023-09-01,Healthy,Up to Date
7659,889,2023-09-01,Healthy,Up to Date
7660,917,2023-09-01,Needs Care,Up to Date
7661,937,2023-09-01,Needs Care,Up to Date
7662,981,2023-09-01,Healthy,Up to Date
7663,1038,2023-09-01,Healthy,Up to Date
7664,1071,2023-09-01,Healthy,Up to Date
7665,1088,2023-09-01,Healthy,Up to Date
7666,1180,2023-09-01,Needs Care,Up to Date
7667,1240,2023-09-01,Healthy,Up to Date
7668,1256,2023-09-01,Healthy,Up to Date
7669,1308,2023-09-01,Healthy,Up to Date
7670,1391,2023-09-01,Needs Care,Up to Date
7671,1478,2023-09-01,Healthy,Up to Date
7672,1543,2023-09-01,Healthy,Up to Date
7673,1549,2023-09-01,Needs Care,Up to Date
7674,1593,2023-09-01,Needs Care,Needs Update
7675,1594,2023-09-01,Needs Care,Up to Date
7676,1715,2023-09-01,Healthy,Up to Date
7677,1764,2023-09-01,Needs Care,Up to Date
7678,1765,2023-09-01,Needs Care,Up to Date
7679,1813,2023-09-01,Healthy,Up to Date
7680,1820,2023-09-01,Needs Care,Up to Date
7681,1836,2023-09-01,Healthy,Up to Date
7682,1891,2023-09-01,Special Attention,Up to Date
7683,297,2023-09-02,Needs Care,Up to Date
