pet_id,pet_name,species_id,subspecies_id,age_dec_2023,year_of_birth,arrival_date,gender,aggressiveness,adopted_status
1086,Brutus,3,26,5,1/1/2018,6/19/2019,Male,Low,Adopted
1087,0,3,26,10,8/1/2013,1/9/2019,Female,Medium,Not Adopted
1088,Scooter,1,1,3,3/1/2020,9/1/2020,Male,Low,Not Adopted
1089, Beetle,2,17,8,1/1/2015,5/13/2020,Male,Low,Adopted
1090,Gretchen,3,44,1,4/1/2022,8/1/2022,Female,Low,Adopted
1091,Aardvark,2,8,10,9/1/2013,8/12/2021,Male,High,Adopted
1092,Richter,6,56,2,1/1/2021,7/1/2021,Male,Low,Adopted
1093,Felix,3,40,12,9/1/2011,12/19/2023,Male,Medium,Adopted
1094,Valor,5,50,3,10/1/2020,2/1/2021,Male,Low,Not Adopted
1095,Olympia,2,24,11,10/1/2012,3/7/2023,Female,Low,Adopted
1096, Thunder,11,83,43,7/1/1980,12/5/2023,Male,High,Not Adopted
1097, Peanut,5,6,7,10/1/2016,3/15/2019,Female,High,Not Adopted
1098,Avalon,2,10,3,9/1/2020,9/1/2020,Female,Low,Adopted
1099, Beetle,2,17,19,12/1/2004,9/11/2020,Male,Low,Adopted
1100, Xander,2,24,4,11/1/2019,2/1/2020,Male,Medium,Adopted
1101, Angus,3,30,5,3/1/2018,5/26/2021,Male,Low,Adopted
1102, Stella,5,53,1,9/1/2022,11/1/2022,Female,High,Not Adopted
1103, Stewie,2,19,12,2/1/2011,8/24/2017,Male,High,Adopted
1104, Maddie,3,41,1,11/1/2022,2/1/2023,Female,High,Adopted
1105,Zari,6,55,1,4/1/2022,4/1/2022,Female,Low,Adopted
1106, Remi,3,25,3,8/1/2020,8/13/2023,Male,Low,Adopted
1107,Mac,3,26,1,3/1/2022,3/1/2022,Male,Medium,Adopted
1108,Frosty,9,72,12,12/1/2011,8/30/2018,Male,Low,Adopted
1109, Amber,11,82,19,8/1/2004,4/28/2021,Female,Low,Not Adopted
1110, Eldon,5,50,6,11/1/2017,8/6/2023,Male,Low,Adopted
1111,Napoleon,1,4,10,5/1/2013,8/28/2019,Male,High,Not Adopted
1112,Drex,2,12,4,3/1/2019,6/1/2019,Male,Medium,Adopted
1113, Funky,3,37,10,8/1/2013,6/17/2021,Male,Medium,Adopted
1114, Digger,2,11,10,1/1/2013,4/17/2019,Male,High,Adopted
1115,Muppet,1,2,1,5/1/2022,9/1/2022,Female,Low,Adopted
1116,Camille,4,49,4,8/1/2019,1/1/2020,Female,Low,Not Adopted
1117,Zico,2,7,5,11/1/2018,2/1/2019,Male,Low,Adopted
1118,Stryker,2,19,6,6/1/2017,7/2/2019,Male,High,Adopted
1119, Beatrice,2,20,15,3/1/2008,10/9/2023,Female,Low,Adopted
1120,Liliana,3,34,4,3/1/2019,3/30/2019,Female,High,Not Adopted
1121, Aurora,2,8,18,10/1/2005,2/4/2018,Female,Medium,Not Adopted
1122,Polly,3,32,4,5/1/2019,7/24/2023,Female,Medium,Adopted
1123, Sheldon,3,29,3,8/1/2020,9/17/2023,Male,Medium,Adopted
1124, Chica,2,24,6,3/1/2017,4/19/2023,Female,High,Adopted
1125,Cadence,9,73,2,4/1/2021,7/1/2021,Female,Medium,Adopted
1126,Pocky,3,41,12,1/1/2011,4/13/2022,Female,Medium,Adopted
1127,Blueberry,5,53,5,11/1/2018,11/20/2019,Female,Medium,Adopted
1128,Gulliver,5,52,2,10/1/2021,11/20/2022,Male,Medium,Not Adopted
1129,Neon,5,51,6,3/1/2017,2/2/2019,Male,Medium,Adopted
1130,Cruz,2,15,1,6/1/2022,10/1/2022,Male,High,Not Adopted
1131,Wendy,3,43,5,6/1/2018,6/27/2023,Female,Low,Adopted
1132, Zara,2,17,6,5/1/2017,6/6/2022,Female,Low,Adopted
1133,Ripley,2,10,12,12/1/2011,5/11/2021,Female,Medium,Adopted
1134,Savage,2,9,8,9/1/2015,2/21/2018,Male,Low,Adopted
1135, Spirit,1,4,4,1/1/2019,7/15/2023,Male,Low,Adopted
1136,Peony,1,2,3,1/1/2020,1/1/2020,Female,Low,Adopted
1137, Venus,10,79,4,5/1/2019,11/1/2019,Female,High,Adopted
1138,Fernie,10,78,15,10/1/2008,7/31/2020,Female,Low,Adopted
1139, Delilah,3,26,3,12/1/2020,3/1/2021,Female,Low,Adopted
1140, Tulip,4,45,1,1/1/2022,1/1/2022,Female,Medium,Adopted
1141,Betsy,1,5,1,7/1/2022,7/1/2022,Female,Medium,Not Adopted
1142, Lincoln,1,3,1,8/1/2022,11/1/2022,Male,Low,Adopted
1143, Pippin,3,44,14,5/1/2009,10/30/2022,Male,Low,Adopted
1144, Snickers,3,28,13,10/1/2010,3/6/2022,Male,Medium,Not Adopted
1145,Whiskey,6,56,2,2/1/2021,2/1/2021,Male,Medium,Adopted
1146, Snickers,4,46,1,2/1/2022,8/1/2022,Male,Low,Not Adopted
1147, Diego,2,15,13,9/1/2010,4/1/2021,Male,High,Adopted
1148,Wendy,2,9,1,3/1/2022,10/5/2022,Female,Low,Adopted
1149,Kasumi,7,64,14,8/1/2009,7/21/2019,Female,High,Adopted
1150, Princess,4,49,5,5/1/2018,1/25/2019,Female,Low,Not Adopted
1151, Tigerlily,5,50,1,11/1/2022,11/1/2022,Female,Low,Adopted
1152, Jacob,3,43,3,4/1/2020,7/8/2021,Male,Low,Adopted
1153, Maddie,3,44,5,2/1/2018,7/12/2019,Female,High,Not Adopted
1154,Chili,3,34,4,6/1/2019,7/7/2023,Female,High,Adopted
1155, Zippy,3,32,5,1/1/2018,11/12/2020,Male,Medium,Adopted
1156,Napoleon,3,44,10,9/1/2013,3/16/2020,Male,Medium,Not Adopted
1157,Blythe,3,44,1,11/1/2022,11/1/2022,Female,Low,Adopted
1158,Nightshade,2,6,19,4/1/2004,4/17/2022,Female,High,Adopted
1159, Chance,2,6,3,2/1/2020,2/1/2020,Male,High,Adopted
1160, Jojo,3,44,10,5/1/2013,9/3/2022,Female,High,Not Adopted
1161, Bridget,5,6,7,6/1/2016,10/23/2019,Female,High,Adopted
1162, Charlie,2,19,1,12/1/2022,4/1/2023,Male,Medium,Adopted
1163,Montego,2,11,1,2/1/2022,4/1/2022,Male,High,Adopted
1164, Apple,2,10,18,10/1/2005,2/19/2018,Female,High,Adopted
1165, Maple,3,30,15,3/1/2008,5/27/2020,Female,Low,Not Adopted
1166, Rhea,2,16,18,4/1/2005,10/2/2018,Female,Medium,Adopted
1167,Akira,2,8,16,9/1/2007,4/29/2020,Male,Medium,Adopted
1168, Karma,3,40,1,5/1/2022,8/1/2022,Female,Medium,Adopted
1169,Kaylee,3,38,3,2/1/2020,8/2/2020,Female,Low,Adopted
1170,Gordon,2,21,5,8/1/2018,1/6/2022,Male,Medium,Adopted
1171, Baxter,5,52,3,8/1/2020,9/9/2020,Male,Low,Not Adopted
1172,Bandito,2,23,20,6/1/2003,8/13/2022,Male,High,Adopted
1173, Stewie,2,23,6,7/1/2017,6/23/2023,Male,Medium,Adopted
1174, Beatrix,2,7,2,2/1/2021,3/1/2021,Female,High,Adopted
1175,Abe,2,7,6,12/1/2017,6/5/2022,Male,Low,Adopted
1176,Fairy,5,6,4,2/1/2019,2/1/2019,Female,High,Not Adopted
1177,Julian,3,40,3,9/1/2020,7/11/2021,Male,High,Adopted
1178, George,3,35,5,9/1/2018,11/1/2018,Male,High,Adopted
1179,Zuzu,2,7,15,10/1/2008,11/7/2019,Male,Low,Adopted
1180, Tally,3,42,1,12/1/2022,6/1/2023,Female,Medium,Adopted
1181, Chomp,2,19,18,7/1/2005,6/20/2018,Male,High,Adopted
1182,Marlena,3,36,13,11/1/2010,9/5/2019,Female,Low,Not Adopted
1183,Patti,2,14,3,12/1/2020,1/1/2021,Female,Low,Adopted
1184, Tux,1,2,7,8/1/2016,3/8/2018,Male,Low,Not Adopted
1185, Beryl,5,50,5,10/1/2018,12/19/2018,Female,Low,Not Adopted
1186,Jolie,1,4,4,3/1/2019,10/22/2021,Female,Medium,Not Adopted
1187,Croissant,7,64,3,12/1/2020,12/1/2020,Male,Medium,Adopted
1188, Remy,6,58,1,9/1/2022,1/16/2023,Male,Medium,Adopted
1189, Stella,1,1,3,5/1/2020,5/1/2020,Female,Medium,Not Adopted
1190, Simba,5,50,4,5/1/2019,6/1/2019,Male,Low,Not Adopted
1191,Aztec,3,42,3,6/1/2020,7/1/2020,Male,High,Adopted
1192,Thrasher,2,8,11,9/1/2012,8/19/2022,Male,Medium,Adopted
1193, Vader,6,58,2,5/1/2021,9/1/2021,Male,Medium,Adopted
1194,Sirius,3,26,11,11/1/2012,6/24/2017,Male,Medium,Not Adopted
1195,Nyla,5,51,6,8/1/2017,9/20/2019,Female,Low,Not Adopted
1196, Stella,1,5,10,11/1/2013,10/8/2022,Female,Medium,Not Adopted
1197, Eddie,2,6,10,2/1/2013,10/31/2018,Male,Medium,Adopted
1198,Dingo,3,31,12,7/1/2011,4/19/2018,Male,Medium,Adopted
1199, Grace,2,18,6,9/1/2017,9/15/2022,Female,Low,Adopted
1200, Mango,4,45,5,5/1/2018,10/22/2023,Male,Medium,Not Adopted
1201,Willoughby,7,62,3,6/1/2020,6/1/2020,Male,Low,Adopted
1202, Scout,2,18,19,1/1/2004,5/11/2020,Female,Low,Adopted
1203,Bandito,9,73,7,8/1/2016,10/1/2020,Male,Medium,Adopted
1204,Anise,6,55,2,2/1/2021,6/1/2021,Female,High,Adopted
1205, Homer,3,28,4,12/1/2019,4/17/2021,Male,Medium,Adopted
1206,Chevy,3,41,8,11/1/2015,4/29/2018,Male,Medium,Adopted
1207,Plato,6,55,2,2/1/2021,3/13/2021,Male,Low,Adopted
1208,Esmeralda,3,40,9,1/1/2014,12/21/2019,Female,High,Not Adopted
1209,Bandito,2,18,9,5/1/2014,3/17/2017,Male,Low,Adopted
1210,Imogen,9,73,11,9/1/2012,12/26/2021,Female,Medium,Adopted
1211, Frankie,3,31,14,7/1/2009,11/25/2020,Male,High,Adopted
1212,T-Bone,5,52,2,2/1/2021,4/1/2021,Male,Low,Not Adopted
1213, Wombat,6,56,2,12/1/2021,11/9/2023,Male,Medium,Adopted
1214, Matilda,2,16,3,2/1/2020,8/28/2021,Female,Medium,Adopted
1215,Apollo,8,67,19,9/1/2004,7/5/2023,Male,Low,Not Adopted
1216, Nova,3,38,9,9/1/2014,9/1/2021,Female,Low,Adopted
1217,Sassy,4,45,5,2/1/2018,8/18/2020,Female,Low,Not Adopted
1218, Spencer,2,12,7,12/1/2016,12/25/2020,Male,Low,Adopted
1219,Karma,10,75,8,1/1/2015,12/20/2017,Female,Medium,Adopted
1220, Aria,9,72,3,11/1/2020,11/1/2020,Female,Low,Adopted
1221,Marlena,1,5,5,8/1/2018,6/26/2021,Female,Low,Not Adopted
1222,Oak,9,70,3,3/1/2020,4/1/2020,Male,Low,Adopted
1223, Howie,3,27,5,5/1/2018,5/1/2018,Male,High,Not Adopted
1224, Alice,5,51,3,7/1/2020,10/1/2020,Female,Medium,Adopted
1225,Whiz,2,11,6,10/1/2017,2/4/2022,Male,Medium,Adopted
1226, Archer,2,23,11,8/1/2012,1/31/2022,Male,Medium,Adopted
1227,Nero,2,12,16,5/1/2007,7/20/2017,Male,Medium,Adopted
1228, Beatrice,3,34,10,12/1/2013,5/23/2021,Female,High,Adopted
1229, Cosmo,3,28,11,10/1/2012,12/12/2023,Male,Low,Adopted
1230, Edward,2,21,8,4/1/2015,5/10/2017,Male,High,Adopted
1231,Nitro,3,41,2,6/1/2021,6/1/2021,Male,Medium,Adopted
1232,Xanadu,5,51,7,5/1/2016,1/8/2022,Female,High,Not Adopted
1233,Pandora,3,28,12,5/1/2011,5/12/2022,Female,Low,Adopted
1234,Curly,2,17,20,6/1/2003,2/5/2018,Male,Low,Adopted
1235,Bijou,2,20,10,8/1/2013,12/6/2022,Female,Low,Adopted
1236,Whiz,3,25,3,12/1/2020,3/1/2021,Female,Medium,Adopted
1237, Atlas,11,81,41,3/1/1982,2/23/2022,Male,Low,Not Adopted
1238,Raindrop,3,43,9,4/1/2014,9/3/2023,Female,Low,Adopted
1239,Loki,2,6,2,2/1/2021,2/1/2021,Male,Medium,Adopted
1240, Riley,5,53,1,3/1/2022,9/1/2022,Male,High,Not Adopted
1241,Tails,7,60,15,6/1/2008,5/11/2023,Male,Low,Adopted
1242,River,6,58,1,1/1/2022,5/1/2022,Female,High,Adopted
1243,Nevaeh,2,14,15,10/1/2008,8/23/2017,Female,High,Adopted
1244, Dawn,2,12,9,11/1/2014,9/23/2021,Female,Low,Adopted
1245,Hammy,2,24,14,2/1/2009,6/6/2020,Male,Low,Adopted
1246, Snoopy,2,10,8,9/1/2015,8/10/2021,Male,Medium,Adopted
1247, Hank,3,29,3,2/1/2020,8/1/2020,Male,Medium,Adopted
1248, Caramel,10,77,20,6/1/2003,12/10/2023,Female,Medium,Adopted
1249, Crumb,3,30,2,2/1/2021,5/1/2021,Male,Low,Adopted
1250,Iverson,2,17,17,12/1/2006,6/19/2022,Male,Low,Adopted
1251,Brielle,2,13,1,4/1/2022,4/1/2022,Female,Low,Adopted
1252,Caputcha,3,42,13,6/1/2010,3/4/2023,Male,Medium,Adopted
1253,Viva,7,60,6,7/1/2017,7/27/2018,Female,Medium,Adopted
1254, Spirit,3,39,15,11/1/2008,3/18/2017,Male,Medium,Adopted
1255, Darla,3,25,2,5/1/2021,5/1/2021,Female,Medium,Adopted
1256, Yara,6,57,1,6/1/2022,9/1/2022,Female,Medium,Adopted
1257, Spencer,1,5,4,8/1/2019,5/25/2022,Male,Low,Not Adopted
1258,Zuzu,2,24,2,11/1/2021,4/1/2022,Male,Medium,Adopted
1259, Finnegan,3,42,2,11/1/2021,11/1/2021,Male,Low,Adopted
1260, Pumpkin,2,17,8,5/1/2015,8/7/2017,Female,Low,Adopted
1261, Caramel,2,20,19,10/1/2004,1/19/2023,Female,Low,Adopted
1262,Starla,3,33,9,9/1/2014,7/6/2022,Female,Medium,Adopted
1263,Gretchen,3,29,9,11/1/2014,8/8/2017,Female,Low,Not Adopted
1264, Dewdrop,11,82,78,7/1/1945,10/12/2020,Female,Low,Not Adopted
1265, Juno,10,77,17,9/1/2006,1/19/2020,Female,High,Adopted
1266,Lola,2,9,5,2/1/2018,9/21/2023,Female,Low,Adopted
1267, Tilly,3,26,10,5/1/2013,6/29/2020,Female,High,Adopted
1268, Noodle,2,7,2,2/1/2021,10/16/2022,Female,Medium,Adopted
1269,Lancelot,4,47,1,5/1/2022,8/19/2023,Male,Low,Adopted
1270, Bernard,2,17,10,3/1/2013,4/1/2019,Male,Low,Adopted
1271,Herbert,3,34,13,6/1/2010,11/11/2020,Male,Medium,Adopted
1272, Chilli,5,6,1,1/1/2022,6/1/2022,Male,High,Adopted
1273, Chica,2,14,3,4/1/2020,8/1/2020,Female,High,Adopted
1274, August,1,3,10,6/1/2013,7/27/2019,Male,Low,Not Adopted
1275,Skittles,4,45,1,1/1/2022,7/1/2022,Male,Low,Adopted
1276, Bea,2,12,2,1/1/2021,4/1/2021,Female,Low,Adopted
1277,Aslan,3,33,10,3/1/2013,3/13/2022,Male,Low,Adopted
1278, Dino,3,35,13,11/1/2010,1/5/2022,Male,Low,Adopted
1279, Nino,2,8,5,12/1/2018,7/30/2023,Male,Medium,Adopted
1280,Champagne,9,70,2,5/1/2021,9/1/2021,Female,Low,Adopted
1281, Eliza,2,19,2,12/1/2021,6/1/2022,Female,High,Adopted
1282,Hendrix,2,22,12,12/1/2011,9/9/2018,Male,Low,Adopted
1283, Yukon,2,16,3,1/1/2020,8/23/2023,Male,Medium,Adopted
1284,Hallie,5,53,3,5/1/2020,3/1/2023,Female,Medium,Not Adopted
1285,Hadley,6,57,1,2/1/2022,6/1/2022,Female,Medium,Adopted
1286,Iverson,3,36,15,7/1/2008,4/25/2020,Male,High,Not Adopted
1287, Finnegan,4,47,5,2/1/2018,7/6/2020,Male,Low,Adopted
1288,T-Bone,4,47,1,11/1/2022,11/1/2022,Male,Low,Adopted
1289, Bingo,4,48,5,6/1/2018,6/21/2019,Male,Medium,Adopted
1290, Hope,2,15,1,11/1/2022,11/1/2022,Female,Medium,Adopted
1291, Fox,1,5,5,5/1/2018,9/9/2018,Male,High,Not Adopted
1292,Caputcha,2,11,4,3/1/2019,3/1/2019,Male,Medium,Adopted
1293,Trinity,5,6,2,8/1/2021,12/1/2021,Female,Medium,Not Adopted
1294,Sierra,3,40,2,11/1/2021,1/1/2022,Female,Medium,Adopted
1295, Dale,3,32,12,2/1/2011,6/11/2023,Male,Low,Adopted
1296,Mac,2,9,13,4/1/2010,10/29/2017,Male,Low,Adopted
1297,Ione,2,14,4,10/1/2019,6/16/2022,Female,Low,Adopted
1298,Halo,3,34,9,5/1/2014,3/24/2017,Female,High,Adopted
1299,Harpo,2,10,13,5/1/2010,4/6/2023,Male,Medium,Adopted
1300, Archer,2,19,3,11/1/2020,11/1/2020,Male,High,Adopted
1301,Hyacinth,3,27,6,1/1/2017,8/17/2021,Female,High,Adopted
1302, Diego,2,16,20,9/1/2003,3/22/2023,Male,Medium,Adopted
1303, Bingo,3,35,12,6/1/2011,9/15/2017,Male,Low,Adopted
1304, Cosmo,3,25,11,10/1/2012,5/12/2018,Male,Low,Adopted
1305, Amelia,6,58,1,3/1/2022,6/1/2022,Female,Medium,Adopted
1306,Martha,5,6,2,5/1/2021,5/1/2021,Female,Medium,Not Adopted
1307, Dawn,4,48,3,3/1/2020,3/1/2020,Female,Medium,Adopted
1308, Zeus,7,61,1,12/1/2022,6/1/2023,Male,Low,Adopted
1309,Ace,1,2,4,12/1/2019,12/1/2019,Male,Low,Not Adopted
1310,Rooster,8,67,39,1/1/1984,11/14/2020,Male,Low,Not Adopted
1311, Dash,2,24,12,10/1/2011,6/23/2023,Male,High,Adopted
1312,Panzer,7,60,4,11/1/2019,11/1/2019,Male,Medium,Adopted
1313,Juke,3,29,15,5/1/2008,8/6/2022,Male,Low,Adopted
1314,Felina,2,24,4,9/1/2019,5/3/2020,Female,Medium,Adopted
1315, Scooby,3,36,3,1/1/2020,7/1/2020,Male,Low,Not Adopted
1316, Luna,1,1,6,4/1/2017,7/1/2020,Female,Medium,Not Adopted
1317,Dot,2,19,11,8/1/2012,4/25/2020,Female,Medium,Adopted
1318,Mimosa,3,29,6,2/1/2017,3/2/2023,Female,Medium,Adopted
1319, Bandit,2,15,3,6/1/2020,6/1/2020,Male,High,Adopted
1320,Orchid,2,24,8,1/1/2015,4/19/2019,Female,Medium,Adopted
1321, Jax,3,43,6,6/1/2017,4/3/2023,Male,Low,Not Adopted
1322,Sirius,3,44,4,6/1/2019,11/1/2019,Male,Medium,Not Adopted
1323, Mia,2,24,2,4/1/2021,8/1/2021,Female,Medium,Adopted
1324,Daisy-Mae,1,4,8,9/1/2015,5/19/2019,Female,Low,Not Adopted
1325,Pocky,2,19,5,11/1/2018,1/15/2023,Female,High,Adopted
1326, Enzo,3,30,14,8/1/2009,5/29/2021,Male,Low,Not Adopted
1327,Shadowfax,2,9,1,11/1/2022,2/1/2023,Male,Low,Adopted
1328, Crunch,2,11,11,12/1/2012,12/27/2019,Male,Medium,Not Adopted
1329, Goose,2,12,1,6/1/2022,6/1/2022,Male,Low,Adopted
1330, Fido,2,23,15,2/1/2008,10/16/2019,Male,Medium,Adopted
1331, Jasper,7,61,5,6/1/2018,12/1/2018,Male,Low,Adopted
1332, Twizzler,2,6,10,12/1/2013,4/8/2017,Female,Medium,Adopted
1333,Ranger,3,28,6,12/1/2017,7/1/2021,Male,Low,Adopted
1334,Coraline,2,20,6,6/1/2017,1/25/2021,Female,Low,Adopted
1335,Felix,10,78,10,8/1/2013,10/6/2021,Male,Low,Adopted
1336, Benji,2,16,17,3/1/2006,5/4/2023,Male,Medium,Adopted
1337, Olive,4,47,5,5/1/2018,11/8/2020,Female,Low,Not Adopted
1338, Nugget,5,50,4,10/1/2019,10/15/2020,Female,Low,Not Adopted
1339, Poppy,2,16,8,6/1/2015,3/5/2023,Female,Low,Adopted
1340,Knight,2,17,3,2/1/2020,2/1/2020,Male,Low,Adopted
1341, Jack,3,40,6,5/1/2017,4/3/2018,Male,High,Adopted
1342, Jacob,2,15,20,9/1/2003,11/19/2022,Male,Medium,Not Adopted
1343, Gromit,4,49,1,11/1/2022,4/1/2023,Male,Low,Not Adopted
1344, Bruno,2,22,7,10/1/2016,1/18/2019,Male,Low,Adopted
1345,Samurai,3,41,2,6/1/2021,10/1/2021,Male,High,Adopted
1346, Charley,3,38,1,5/1/2022,8/1/2022,Female,Low,Adopted
1347,Justice,4,47,2,8/1/2021,8/1/2021,Male,Low,Adopted
1348,Aretha,2,17,5,12/1/2018,4/22/2022,Female,Low,Adopted
1349, Ziggy,3,36,3,1/1/2020,3/1/2020,Male,Medium,Adopted
1350, Xander,3,33,15,11/1/2008,11/24/2023,Male,Medium,Adopted
1351, Velvet,2,7,3,9/1/2020,1/1/2021,Female,Low,Adopted
1352, Beryl,3,43,6,8/1/2017,3/2/2021,Female,Low,Adopted
1353,Missy,2,16,6,7/1/2017,4/1/2018,Female,Low,Adopted
1354, Lola,3,41,10,4/1/2013,6/7/2018,Female,High,Adopted
1355,Nitro,2,10,5,11/1/2018,10/21/2019,Male,Low,Adopted
1356,Yara,2,23,4,9/1/2019,9/1/2019,Female,Low,Adopted
1357,Lucky,2,18,1,7/1/2022,7/1/2022,Male,Medium,Adopted
1358,Precious,2,24,14,5/1/2009,3/10/2019,Female,Low,Adopted
1359,Figaro,2,22,8,2/1/2015,12/12/2017,Male,Medium,Adopted
1360,Bravo,2,24,16,10/1/2007,12/26/2021,Male,Low,Adopted
1361,Valen,2,22,3,4/1/2020,10/1/2020,Male,Low,Adopted
1362,Spunky,3,31,5,4/1/2018,4/1/2018,Female,High,Adopted
1363,Wilfred,2,16,8,1/1/2015,8/23/2019,Male,Medium,Adopted
1364,Cadence,3,37,13,1/1/2010,12/19/2020,Female,Medium,Adopted
1365, Holly,3,27,9,9/1/2014,10/9/2018,Female,Medium,Not Adopted
1366,Maximus,9,72,3,8/1/2020,12/29/2021,Male,Low,Adopted
1367,Daisy-Mae,11,81,49,4/1/1974,1/3/2020,Female,Low,Adopted
1368,Norm,3,43,6,12/1/2017,1/1/2018,Male,Low,Not Adopted
1369,Weston,3,26,3,7/1/2020,11/1/2020,Male,High,Adopted
1370, Brando,2,14,4,9/1/2019,9/1/2019,Male,Low,Adopted
1371, Pinky,2,21,11,3/1/2012,8/3/2019,Female,Medium,Adopted
1372, Hope,2,17,18,11/1/2005,8/28/2021,Female,Low,Adopted
1373,Hendrix,2,11,3,10/1/2020,11/1/2020,Male,Medium,Adopted
1374, Mack,5,6,6,6/1/2017,6/1/2017,Male,High,Not Adopted
1375, Foxy,6,59,2,3/1/2021,5/1/2021,Female,Low,Adopted
1376,Hickory,3,30,2,10/1/2021,10/1/2021,Male,Low,Adopted
1377,Snickers,3,28,9,11/1/2014,4/14/2022,Female,Low,Adopted
1378,Annika,9,71,1,5/1/2022,9/1/2022,Female,Low,Adopted
1379,Ghost,4,45,1,11/1/2022,4/1/2023,Male,Medium,Adopted
1380,Max,3,39,10,6/1/2013,8/25/2023,Male,Medium,Adopted
1381, Carlotta,3,25,6,10/1/2017,6/16/2021,Female,Medium,Adopted
1382,Limbo,11,84,7,9/1/2016,12/15/2023,Male,High,Not Adopted
1383,Huck,9,72,5,6/1/2018,1/14/2023,Male,Low,Adopted
1384,Whiz,3,26,6,11/1/2017,4/28/2020,Male,Medium,Adopted
1385, Prince,3,25,3,6/1/2020,7/1/2020,Male,Low,Adopted
1386, Nacho,10,76,6,7/1/2017,3/12/2023,Male,Medium,Adopted
1387, Slinky,3,41,15,7/1/2008,12/20/2018,Male,High,Adopted
1388,Indigo,3,35,5,11/1/2018,11/30/2019,Male,High,Adopted
1389,Tracker,2,9,4,6/1/2019,7/1/2019,Male,Low,Adopted
1390,China,2,20,19,3/1/2004,6/11/2023,Female,Low,Adopted
1391,Xavia,1,4,6,9/1/2017,9/1/2017,Female,Medium,Not Adopted
1392, Crumble,6,56,1,12/1/2022,2/1/2023,Male,Low,Adopted
1393, Willa,2,24,9,9/1/2014,4/16/2022,Female,Medium,Adopted
1394, Dandelion,2,8,11,7/1/2012,3/5/2018,Female,Low,Adopted
1395,Xara,3,41,4,2/1/2019,2/10/2020,Female,Medium,Not Adopted
1396, Archie,3,31,3,12/1/2020,4/1/2021,Male,Low,Not Adopted
1397, Noodles,6,58,1,12/1/2022,12/1/2022,Male,High,Adopted
1398,Cedar,2,8,9,1/1/2014,3/8/2019,Male,Low,Not Adopted
1399,Pocky,7,63,2,11/1/2021,12/4/2021,Female,Low,Adopted
1400,Jester,2,16,2,7/1/2021,10/1/2021,Male,Low,Adopted
1401,Quill,3,40,3,11/1/2020,11/1/2020,Male,Medium,Not Adopted
1402, Gypsy,5,51,2,12/1/2021,12/1/2021,Female,Low,Adopted
1403,Mufasa,3,39,2,2/1/2021,5/1/2021,Male,Low,Adopted
1404,Kimber,2,17,12,7/1/2011,5/29/2022,Female,Low,Adopted
1405,Moss,2,13,5,7/1/2018,7/1/2018,Male,High,Adopted
1406, Karma,11,80,11,11/1/2012,12/18/2019,Female,Low,Not Adopted
1407,Diesel,3,25,13,12/1/2010,5/30/2017,Male,Low,Adopted
1408, Acey,3,31,15,12/1/2008,12/31/2017,Male,Medium,Adopted
1409,Huck,3,33,10,8/1/2013,5/31/2018,Male,Low,Adopted
1410,Ruben,3,34,15,11/1/2008,5/20/2021,Male,Medium,Adopted
1411,Popsicle,2,15,5,6/1/2018,8/2/2021,Female,Medium,Adopted
1412, Owen,2,21,10,8/1/2013,7/25/2021,Male,High,Not Adopted
1413,Milo,2,18,12,5/1/2011,6/19/2021,Male,Medium,Adopted
1414, Ash,6,57,3,12/1/2020,12/1/2020,Male,High,Adopted
1415,Elsie,2,17,2,3/1/2021,3/1/2021,Female,Low,Adopted
1416,Mika,2,22,6,4/1/2017,2/24/2023,Female,High,Adopted
1417,Huck,2,19,9,12/1/2014,9/11/2023,Male,Medium,Adopted
1418,Champ,3,29,6,5/1/2017,9/13/2023,Male,Medium,Adopted
1419, Kona,3,28,11,10/1/2012,5/24/2020,Female,High,Not Adopted
1420,Valen,3,43,13,9/1/2010,1/22/2020,Male,Low,Not Adopted
1421, Miles,1,4,6,1/1/2017,10/12/2021,Male,Low,Not Adopted
1422,Sesame,2,19,2,3/1/2021,5/1/2021,Female,High,Adopted
1423,Aiden,2,15,4,12/1/2019,12/1/2019,Male,Medium,Not Adopted
1424, Icarus,1,5,5,6/1/2018,3/18/2021,Male,Medium,Not Adopted
1425, Josie,2,24,2,4/1/2021,4/1/2021,Female,Low,Adopted
1426, Chase,4,47,3,11/1/2020,11/1/2020,Male,Low,Adopted
1427, Abner,3,38,5,5/1/2018,6/26/2021,Male,Low,Adopted
1428,Elva,3,29,9,8/1/2014,8/12/2020,Female,Medium,Adopted
1429, Fiona,3,25,1,2/1/2022,5/1/2022,Female,Medium,Adopted
1430,Hunter,9,73,2,12/1/2021,5/1/2022,Male,Medium,Adopted
1431, Fido,3,25,13,11/1/2010,10/10/2019,Male,High,Adopted
1432,Kimber,1,4,3,11/1/2020,3/1/2021,Female,Low,Adopted
1433,Rocky,7,64,6,9/1/2017,7/1/2023,Male,Low,Adopted
1434,Loretta,6,58,1,12/1/2022,12/1/2022,Female,High,Adopted
1435,Flora,7,64,2,4/1/2021,7/1/2021,Female,Low,Adopted
1436,Bravo,2,15,5,10/1/2018,12/23/2018,Male,High,Adopted
1437,Wisdom,2,13,9,8/1/2014,3/30/2019,Female,Medium,Adopted
1438,Ace,9,72,2,3/1/2021,6/1/2021,Male,Low,Adopted
1439,Cerise,2,14,12,4/1/2011,3/29/2023,Female,Medium,Adopted
